source_year,source_file,source_sheet,case_number,education_name,education_area,decision,municipality,county,education_credits,study_mode,study_pace_percentage,education_provider,principal_type,sun5_code,sun5_name,seqf_level,narrow_occupational_area,total_sought_places,total_granted_places,is_approved,is_distance,program_length_years,municipality_code,county_code
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4436,Immersive Experience Creator,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,300,Bunden,100,Changemaker Educations Ab,Privat,,,,,60,60,True,False,1.5,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4436,Immersive Experience Creator,"Kultur, Media Och Design",Beviljad,Skellefteå,Västerbotten,300,Bunden,100,Changemaker Educations Ab,Privat,,,,,45,45,True,False,1.5,2482,24
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4253,Internationell designer inom textil/mode/funktion,"Kultur, Media Och Design",Beviljad,Borås,Västra Götaland,400,Bunden,100,Stiftelsen Proteko - Nordiska Textilakademin,Privat,,,,,100,60,True,False,2.0,1490,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4407,Kommersiell Fotograf,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,500,Bunden,100,Folkuniversitetet - Kursverksamheten Vid Stockholms Universitet,Privat,,,,,80,60,True,False,2.5,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3745,Kulturproducent/- projektledare,"Kultur, Media Och Design",Avslag,Norrköping,Östergötland,400,Bunden,100,Östsvenska Yrkeshögskolan Ab,Privat,,,,,40,0,False,False,2.0,0581,05
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3590,Kulturverkstan - Internationell kulturprojektledare,"Kultur, Media Och Design",Beviljad,Göteborg,Västra Götaland,400,Bunden,100,Nätverkstan Kultur Ab,Privat,,,,,105,105,True,False,2.0,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3356,Leveldesigner,"Kultur, Media Och Design",Beviljad,Malmö,Skåne,550,Bunden,100,Tga Utbildning Ab,Privat,,,,,64,48,True,False,2.8,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3480,Ljud & Musikproducent,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,400,Bunden,100,Audio Production Academy Ab,Privat,,,,,60,60,True,False,2.0,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3721,Ljud och musikproducent,"Kultur, Media Och Design",Beviljad,Jönköping,Jönköping,400,Bunden,100,Jönköpings Kommun,Kommun,,,,,60,60,True,False,2.0,0680,06
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3627,Ljud- och musikproducent,"Kultur, Media Och Design",Avslag,Göteborg,Västra Götaland,400,Bunden,100,Plushögskolan Ab - Teknikhögskolan,Privat,,,,,72,0,False,False,2.0,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3634,Ljud- och musikproducent,"Kultur, Media Och Design",Avslag,Göteborg,Västra Götaland,215,Bunden,100,Plushögskolan Ab - Teknikhögskolan,Privat,,,,,96,0,False,False,1.1,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4446,"Ljud-, Musik- och Medieproducent","Kultur, Media Och Design",Avslag,Varberg,Halland,400,Bunden,100,Recordia Academy,Privat,,,,,48,0,False,False,2.0,1383,13
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3605,Motion Designer,"Kultur, Media Och Design",Beviljad,Karlskrona,Blekinge,545,Bunden,100,Hyper Island Program Ab - Karlskrona,Privat,,,,,105,105,True,False,2.7,1080,10
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4422,Online Video Producer,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,320,Bunden,100,Medieinstitutet I Sverige Ab,Privat,,,,,105,105,True,False,1.6,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4121,Produktionsledare film och tv-produktion,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,400,Bunden,100,"Stockholms Stad, Frans Schartaus Handelsinstitut",Kommun,,,,,175,105,True,False,2.0,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4408,Professional Video Editor,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,325,Bunden,100,Medieinstitutet I Sverige Ab,Privat,,,,,105,105,True,False,1.6,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3358,Spelgrafiker,"Kultur, Media Och Design",Beviljad,Malmö,Skåne,550,Bunden,100,Tga Utbildning Ab,Privat,,,,,100,75,True,False,2.8,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3363,Technical artist,"Kultur, Media Och Design",Beviljad,Malmö,Skåne,300,Bunden,100,Tga Utbildning Ab,Privat,,,,,64,48,True,False,1.5,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3790,Teknisk 3D-artist inom spel,"Kultur, Media Och Design",Avslag,Solna,Stockholm,500,Bunden,100,Nackademin Ab,Privat,,,,,175,0,False,False,2.5,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4369,Teknisk producent för digitala och strömmade medier,"Kultur, Media Och Design",Avslag,Ljungby,Kronoberg,400,Bunden,100,Campus Ljungby Ab,Privat,,,,,60,0,False,False,2.0,0781,07
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4409,TV-Produktionsspecialist,"Kultur, Media Och Design",Beviljad,Stockholm,Stockholm,450,Bunden,100,Medieinstitutet I Sverige Ab,Privat,,,,,105,105,True,False,2.2,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3449,Varmsmed gesäll,"Kultur, Media Och Design",Beviljad,Kramfors,Västernorrland,700,Bunden,100,Järnakademien Ångermanland,Privat,,,,,40,24,True,False,3.5,2282,22
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3372,VFX-artist: 3D-visualisering och digital compositing,"Kultur, Media Och Design",Beviljad,Skellefteå,Västerbotten,500,Bunden,100,Skellefteå Kommun Vuxenutbildningen,Kommun,,,,,150,90,True,False,2.5,2482,24
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3229,Video Content Producer ,"Kultur, Media Och Design",Avslag,Stockholm,Stockholm,340,Bunden,100,Newton Kompetensutveckling Ab,Privat,,,,,96,0,False,False,1.7,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4097,Ädelmetallsmed,"Kultur, Media Och Design",Avslag,Leksand,Dalarna,500,Distans,100,Stiftelsen Hantverk & Utbildning,Privat,,,,,30,0,False,True,2.5,2029,20
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3507,Arbetsledare – Hållbar grönyteförvaltning ,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Ängelholm,Skåne,300,Distans,100,Yrkesakademin Yh Ab,Privat,,,,,90,90,True,True,1.5,1292,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3517,Arbetsledare – Hållbar grönyteförvaltning ,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Uppsala,Uppsala,300,Distans,100,Yrkesakademin Yh Ab,Privat,,,,,90,0,False,True,1.5,0380,03
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4356,Detektionshundförare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Töreboda,Västra Götaland,300,Bunden,100,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",Region,,,,,50,0,False,False,1.5,1473,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4377,Djurvårdare nivå 2,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Hallstahammar,Västmanland,200,Distans,100,Ridskolan Strömsholm Ab,Privat,,,,,140,0,False,True,1.0,1961,19
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3227,Driftledare hållbart lantbruk,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Malmö,Skåne,220,Distans,100,Hermods Ab Malmö,Privat,,,,,39,0,False,True,1.1,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3227,Driftledare hållbart lantbruk,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Örebro,Örebro,220,Distans,100,Hermods Ab Malmö,Privat,,,,,39,0,False,True,1.1,1880,18
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3884,Driftledare inom gröna näringar,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Malmö,Skåne,250,Distans,75,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,Privat,,,,,60,60,True,True,1.2,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3633,Driftledare Lantbruk,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Kristianstad,Skåne,215,Bunden,100,Hushållningssällskapets Kompetensutveckling I Syd Ab ( Huskab),Privat,,,,,100,60,True,False,1.1,1290,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4438,Driftledare lantbruk,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Umeå,Västerbotten,300,Distans,100,Umeå Kommun - Forslundagymnasiet,Kommun,,,,,60,0,False,True,1.5,2480,24
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3724,Equiterapeut,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Nyköping,Södermanland,600,Bunden,100,Campus Nyköping,Kommun,,,,,48,48,True,False,3.0,0480,04
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3813,Fisk- och Skaldjursodling,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Lysekil,Västra Götaland,210,Distans,100,"Lysekils Kommun, Vuxenutbildning",Kommun,,,,,90,0,False,True,1.0,1484,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3083,Green Urban Developer,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Malmö,Skåne,210,Distans,100,Hermods Ab Stockholm,Privat,,,,,20,20,True,True,1.0,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3083,Green Urban Developer,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Solna,Stockholm,210,Distans,100,Hermods Ab Stockholm,Privat,,,,,40,40,True,True,1.0,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4372,Hovformsspecialist,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Ockelbo,Gävleborg,300,Distans,100,Hooka Ab,Privat,,,,,48,0,False,True,1.5,2101,21
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4440,Hovslagare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Sigtuna,Stockholm,600,Bunden,100,Jensen Education School Ab,Privat,,,,,80,32,True,False,3.0,0191,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3468,Kuskutbildningen i Brukshästkörning,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Krokom,Jämtland,200,Bunden,50,Wången Ab,Privat,,,,,36,36,True,False,1.0,2309,23
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4378,Park Ranger – hållbar naturvårdsförvaltning,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Båstad,Skåne,400,Distans,100,Båstad Kommun Akademi Båstad,Kommun,,,,,60,0,False,True,2.0,1278,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4388,Praktisk skogs- och naturvårdare Stockholm,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Stockholm,Stockholm,400,Bunden,100,Hvilan Utbildning Ab,Privat,,,,,72,0,False,False,2.0,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4015,"Projektkoordinator – natur, hälsa och trädgård","Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Båstad,Skåne,200,Distans,50,Båstad Kommun Akademi Båstad,Kommun,,,,,75,0,False,True,1.0,1278,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3882,Ridlärare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Olofström,Blekinge,220,Bunden,100,"Olofströms Kommun, Yrkeshögskolan Syd",Kommun,,,,,60,36,True,False,1.1,1060,10
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3732,Skogsplantodlare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Svenljunga,Västra Götaland,200,Distans,100,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",Region,,,,,90,54,True,True,1.0,1465,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4187,Stads- och landsbygdsodlare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Härnösand,Västernorrland,400,Distans,100,"Härnösands Kommun, Yrkeshögskolan",Kommun,,,,,40,0,False,True,2.0,2280,22
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3990,Trädgårdsmästare,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Enköping,Uppsala,400,Bunden,100,"Enköpings Kommun, Yrkeshögskolan I Enköping",Kommun,,,,,150,90,True,False,2.0,0381,03
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4358,Trädgårdsmästare - Hållbar park och växtproduktion Kabbarp,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Staffanstorp,Skåne,350,Bunden,100,Hvilan Utbildning Ab,Privat,,,,,72,0,False,False,1.8,1230,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4361,Trädgårdsmästare - Hållbar park och växtproduktion Stockholm,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Stockholm,Stockholm,350,Bunden,100,Hvilan Utbildning Ab,Privat,,,,,96,0,False,False,1.8,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3615,"Trädgårdsmästare - odling, innovation och företagande","Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Beviljad,Nyköping,Södermanland,380,Distans,100,Campus Nyköping,Kommun,,,,,96,96,True,True,1.9,0480,04
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4321,Trädgårdsmästare - småskalig odling,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Örebro,Örebro,370,Bunden,100,Örebro Kommun Yrkesutbildningscenter,Kommun,,,,,75,0,False,False,1.8,1880,18
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4439,Trädgårdsmästare-frilandsodling och förädling,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Umeå,Västerbotten,400,Bunden,100,Umeå Kommun - Forslundagymnasiet,Kommun,,,,,60,0,False,False,2.0,2480,24
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4447,Verksamhetsledare inom hästnäringen,"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Avslag,Eslöv,Skåne,200,Distans,50,Flyinge Ab,Privat,,,,,60,0,False,True,1.0,1285,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4357,Flyginstruktörsutbildning,Pedagogik Och Undervisning,Avslag,Västerås,Västmanland,210,Bunden,100,Osm Aviation Academy Ab,Privat,,,,,50,0,False,False,1.0,1980,19
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3744,Flyglärarutbildning Helikopter,Pedagogik Och Undervisning,Avslag,Göteborg,Västra Götaland,200,Bunden,100,Svensk Pilotutbildning Ab,Privat,,,,,8,0,False,False,1.0,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4064,Fritidsassistent med kompetens inom inkludering,Pedagogik Och Undervisning,Avslag,Stockholm,Stockholm,300,Distans,100,Lernia Utbildning Ab,Privat,,,,,60,0,False,True,1.5,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3514,Fritidsassistent med kompetens inom inkludering,Pedagogik Och Undervisning,Avslag,Lycksele,Västerbotten,300,Distans,100,Lernia Utbildning Ab,Privat,,,,,40,0,False,True,1.5,2481,24
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4443,Lärarassistent inriktning matematik,Pedagogik Och Undervisning,Avslag,Solna,Stockholm,300,Distans,100,Astar Ab,Privat,,,,,105,0,False,True,1.5,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4445,Lärarassistent inriktning matematik,Pedagogik Och Undervisning,Avslag,Solna,Stockholm,300,Bunden,100,Astar Ab,Privat,,,,,105,0,False,False,1.5,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4376,Lärarassistent inriktning mentorskap och psykisk hälsa,Pedagogik Och Undervisning,Avslag,Solna,Stockholm,300,Bunden,100,Astar Ab,Privat,,,,,105,0,False,False,1.5,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4441,Lärarassistent inriktning mentorskap och psykisk hälsa,Pedagogik Och Undervisning,Avslag,Solna,Stockholm,300,Distans,100,Astar Ab,Privat,,,,,105,0,False,True,1.5,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4295,Lärarassistent med specialisering inom inkludering,Pedagogik Och Undervisning,Avslag,Göteborg,Västra Götaland,300,Distans,100,Lernia Utbildning Ab,Privat,,,,,70,0,False,True,1.5,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4201,Lärarassistent med specialisering inom inkludering,Pedagogik Och Undervisning,Avslag,Linköping,Östergötland,300,Distans,100,Lernia Utbildning Ab,Privat,,,,,70,0,False,True,1.5,0580,05
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4184,Lärarassistent med specialisering inom inkludering ,Pedagogik Och Undervisning,Beviljad,Örebro,Örebro,300,Distans,100,Lernia Utbildning Ab,Privat,,,,,70,70,True,True,1.5,1880,18
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3836,Montessoripedagog (0 - 9 år),Pedagogik Och Undervisning,Avslag,Göteborg,Västra Götaland,200,Distans,50,Medborgarskolan Region Väst,Privat,,,,,105,0,False,True,1.0,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3547,NPF-pedagog inriktning förskola,Pedagogik Och Undervisning,Avslag,Stockholm,Stockholm,300,Distans,100,Kompetensutvecklingsinstitutet Sverige Ab,Privat,,,,,175,0,False,True,1.5,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3883,Skolhundspedagog/Resurspedagog - hundunderstödd pedagogik,Pedagogik Och Undervisning,Beviljad,Hallstahammar,Västmanland,200,Distans,50,Sociala Tjänstehundar I Sverige Ab/Svenska Terapihundskolan,Privat,,,,,60,60,True,True,1.0,1961,19
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3730,Specialistbarnskötare - rörelse och specialpedagogik,Pedagogik Och Undervisning,Avslag,Karlskrona,Blekinge,220,Distans,50,Hermods Ab Karlskrona,Privat,,,,,60,0,False,True,1.1,1080,10
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3362,Specialistbarnskötare - rörelse och specialpedagogik,Pedagogik Och Undervisning,Avslag,Östersund,Jämtland,220,Distans,50,Hermods Ab Östersund,Privat,,,,,90,0,False,True,1.1,2380,23
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3336,Specialistbarnskötare Funktionsvariationer/Språkutveckling,Pedagogik Och Undervisning,Avslag,Malmö,Skåne,200,Distans,50,Kompetensutvecklingsinstitutet Sverige Ab,Privat,,,,,150,0,False,True,1.0,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3327,Specialistbarnskötare Funktionsvariationer/Språkutveckling,Pedagogik Och Undervisning,Beviljad,Stockholm,Stockholm,200,Distans,50,Kompetensutvecklingsinstitutet Sverige Ab,Privat,,,,,125,50,True,True,1.0,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3332,Specialistbarnskötare Funktionsvariationer/Språkutveckling,Pedagogik Och Undervisning,Avslag,Linköping,Östergötland,200,Distans,50,Kompetensutvecklingsinstitutet Sverige Ab,Privat,,,,,150,0,False,True,1.0,0580,05
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3143,Specialistbarnskötare –rörelse och specialpedagogik,Pedagogik Och Undervisning,Avslag,Solna,Stockholm,220,Bunden,100,Hermods Ab Stockholm,Privat,,,,,120,0,False,False,1.1,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3207,Trafiklärare,Pedagogik Och Undervisning,Avslag,Kalmar,Kalmar,300,Bunden,100,Syab Gruppen Ab,Privat,,,,,125,0,False,False,1.5,0880,08
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3208,Trafiklärare,Pedagogik Och Undervisning,Avslag,Kalmar,Kalmar,300,Distans,100,Syab Gruppen Ab,Privat,,,,,135,0,False,True,1.5,0880,08
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3475,Trafiklärare,Pedagogik Och Undervisning,Beviljad,Helsingborg,Skåne,300,Bunden,100,Utbildarna I Helsingborg Ab,Privat,,,,,96,96,True,False,1.5,1283,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4354,Trafiklärare,Pedagogik Och Undervisning,Beviljad,Klippan,Skåne,300,Bunden,100,"Klippans Kommun, Vuxenutbildning",Kommun,,,,,90,72,True,False,1.5,1276,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4020,Trafiklärare,Pedagogik Och Undervisning,Avslag,Malmö,Skåne,300,Bunden,100,Lernia Utbildning Ab,Privat,,,,,140,0,False,False,1.5,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4354,Trafiklärare,Pedagogik Och Undervisning,Beviljad,Malmö,Skåne,300,Bunden,100,"Klippans Kommun, Vuxenutbildning",Kommun,,,,,85,68,True,False,1.5,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4040,Trafiklärare,Pedagogik Och Undervisning,Beviljad,Stockholm,Stockholm,300,Bunden,100,Stockholms Trafiklärarutbildning,Privat,,,,,150,96,True,False,1.5,0180,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4016,Trafiklärare,Pedagogik Och Undervisning,Avslag,Göteborg,Västra Götaland,300,Bunden,100,Lernia Utbildning Ab,Privat,,,,,140,0,False,False,1.5,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/2999,Trafiklärare ,Pedagogik Och Undervisning,Beviljad,Borlänge,Dalarna,300,Distans,100,Yrkesakademin Yh Ab,Privat,,,,,150,120,True,True,1.5,2081,20
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3334,Trafiklärarutbildning,Pedagogik Och Undervisning,Beviljad,Värmdö,Stockholm,300,Bunden,100,"Värmdö Kommun, Komvux Värmdö",Kommun,,,,,125,100,True,False,1.5,0120,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3938,Abonnentingenjör,Samhällsbyggnad Och Byggteknik,Avslag,Järfälla,Stockholm,420,Distans,100,Blue Peak Ab,Privat,,,,,60,0,False,True,2.1,0123,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3138,Anläggningsingenjör - infrastruktur,Samhällsbyggnad Och Byggteknik,Avslag,Solna,Stockholm,400,Distans,100,Hermods Ab Stockholm,Privat,,,,,175,0,False,True,2.0,0184,01
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3137,Anläggningsingenjör - infrastruktur,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,400,Distans,100,Hermods Ab Göteborg,Privat,,,,,140,105,True,True,2.0,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3366,Anläggningsingenjör hållbart byggande,Samhällsbyggnad Och Byggteknik,Beviljad,Norrköping,Östergötland,400,Distans,100,Yrkesakademin Yh Ab,Privat,,,,,150,90,True,True,2.0,0581,05
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3706,Anläggningsingenjör järnväg,Samhällsbyggnad Och Byggteknik,Avslag,Munkedal,Västra Götaland,400,Distans,100,Plushögskolan Ab - Teknikhögskolan,Privat,,,,,105,0,False,True,2.0,1430,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4008,Anläggningsingenjör med BIM-kompetens,Samhällsbyggnad Och Byggteknik,Beviljad,Göteborg,Västra Götaland,415,Bunden,100,Handelsakademin I Göteborg Ab,Privat,,,,,120,90,True,False,2.1,1480,14
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3623,Arbetsledare - Bygg och anläggning,Samhällsbyggnad Och Byggteknik,Avslag,Linköping,Östergötland,220,Bunden,100,Tuc Sweden Ab - Yrkeshögskola,Privat,,,,,60,0,False,False,1.1,0580,05
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4088,Arbetsledare anläggning,Samhällsbyggnad Och Byggteknik,Beviljad,Hässleholm,Skåne,200,Distans,50,"Hässleholms Kommun, Yrkeshögskolan Syd",Kommun,,,,,72,72,True,True,1.0,1293,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/3693,Arbetsledare Anläggning,Samhällsbyggnad Och Byggteknik,Avslag,Malmö,Skåne,420,Bunden,100,Kyh Ab Malmö,Privat,,,,,160,0,False,False,2.1,1280,12
2021,resultat-ansokningsomgang-2021.xlsx,"Tabell 3, 4",MYH 2021/4275,Arbetsledare med inriktning BIM,Samhällsbyggnad Och Byggteknik,Avslag,Uppsala,Uppsala,400,Distans,100,Bim Education Ab,Privat,,,,,175,0,False,True,2.0,0380,03
